Country Name;year;CO2_emissions;CH4_emissions;N2O_emissions;GHG_emissions;GDP
Canada;2006;0.01669635141183428;0.0033144030976592982;0.0011259818267526987;0.027475907070466665;40385.86995547689
Canada;2007;0.016855320521055275;0.0032830100618671428;0.0011163252787213971;0.027123541971827987;44543.04103590027
Canada;2008;0.01687451519858052;0.0032438901922265864;0.0010778678621106348;0.027338489910614206;46594.45095352896
Canada;2009;0.015961406373893643;0.003087493656868595;0.0009855337203318753;0.022298194871012325;40773.061528975006
Canada;2010;0.01572334501665334;0.0030739403384025163;0.0009707348258069598;0.02247140625282332;47450.318470070284
Canada;2011;0.015641331828042764;0.00307774404239984;0.0009690920165715562;0.030096162103393814;52101.796086482536
Canada;2012;0.014906216362849785;0.0030778962681066854;0.000962531357852819;0.029586255882987092;52542.34666482313
Central African Republic;1990;7.05510390368307e-05;0.015054080650321692;0.018166926399152895;0.05209836201079262;513.3052849577801
Central African Republic;1991;7.133971094062934e-05;0.009914681524358617;0.012041122678442208;0.036857185901914155;478.5029438953326
Central African Republic;1992;7.311110029750922e-05;0.012391982254879301;0.014973303920336195;0.0440767507784668;477.12232429537556
Central African Republic;1993;7.343271783487939e-05;0.010611037083215561;0.012847579025188852;0.038611619239023766;419.80256603399243
Central African Republic;1994;7.486024787760185e-05;0.0101069372873814;0.012237970153252856;0.037007718623355876;271.5056708339223
Central African Republic;1995;7.282440322516583e-05;0.011685423451960122;0.014096357166262858;0.04154539888837034;346.10884059334603
Central African Republic;1996;7.094058973476172e-05;0.010968060593071892;0.013218675951784532;0.03915584926051671;304.6312597090531
Central African Republic;1997;7.242258954922069e-05;0.01094885798877267;0.013179611936673233;0.03900492261804408;276.42127015209013
Central African Republic;1998;7.174696417082819e-05;0.006514243163270122;0.007583551336041055;0.157937504675597;278.3313409031913
Central African Republic;1999;7.4205441574991e-05;0.006821080524135093;0.008152122785351604;0.12287532426797647;280.9088189890855
Central African Republic;2000;7.353285754665592e-05;0.0073242232298573766;0.008597318391496382;0.1372427075175522;251.20687740669817
Central African Republic;2001;6.600962166222732e-05;0.009801806439410019;0.0112473985886151;0.12193644119937087;250.35701137201838
Central African Republic;2002;6.46188134644599e-05;0.006248816452260418;0.006985951551341776;0.09230898854536197;260.7455272743658
Central African Republic;2003;6.046819254242458e-05;0.006717491402745711;0.007839974481994012;0.13730358259509154;293.6618516794347
Central African Republic;2004;5.9266517251175856e-05;0.006081025284889043;0.007150712333091323;0.08722988351905048;320.73746031192405
Central African Republic;2005;5.811436362384737e-05;0.0063737902952221955;0.007475152424906807;0.11280004789046702;331.16292419891187
Central African Republic;2006;6.055168089704179e-05;0.02228610059714881;0.02604091869271739;0.1445920245629687;354.6713800678668
Central African Republic;2007;6.0272128937282185e-05;0.03514355611349187;0.04114409446380547;0.1656617597385428;404.37396496273954
Central African Republic;2008;5.920929777603884e-05;0.02278662768412535;0.026857933535297467;0.14121727415812266;464.56142211668276
Central African Republic;2009;5.8332151811187e-05;0.01698959684158958;0.019995871012362755;0.09873458682219578;474.7054086649237
Central African Republic;2010;6.018645161996258e-05;0.019147787163579198;0.022494456055118486;0.1165875855000212;487.94538328961323
Central African Republic;2011;6.307195252109475e-05;0.019199786766775993;0.022555544199612733;0.11616469782040045;551.0280576423471
Central African Republic;2012;6.61254639162477e-05;0.019312178414327787;0.022687579768799808;0.1161149438547751;565.833058388176
Chad;1990;2.398238410853675e-05;0.0016832426333819198;0.001350894109455713;0.0030752160062999185;291.55325953931174
Chad;1991;1.0720343201703275e-05;0.0014303146021027177;0.0010121015176189879;0.002480641713383895;304.8747696177164
Chad;1992;1.32679476990436e-05;0.0015269694504171;0.0011590568007415112;0.0027209812312836692;296.03937057242473
Chad;1993;1.396649746904366e-05;0.0014264337693226702;0.0010367790781182348;0.002483664187356279;222.92328510312586
Chad;1994;1.5141601164302949e-05;0.0013866931876214505;0.000996522663957943;0.0024030857744365072;173.9903750526548
Chad;1995;1.5692970687482215e-05;0.0014494849963873787;0.0010889044377826707;0.0025585328120887657;206.26106448478882
Chad;1996;1.7194653132854548e-05;0.001396998334706712;0.0010343715155548047;0.002452156847872183;221.67300949814063
Chad;1997;1.9059523344660948e-05;0.001445660041263449;0.001051005711606581;0.0025165522244106845;205.86272324432366
Chad;1998;1.9349558715724796e-05;0.0013763364138805836;0.0009854627667679789;0.01419784974301317;224.5538840012314
Chad;1999;2.0034429597135963e-05;0.0014248523878207038;0.0010610586455440194;0.015356523892113975;190.55897723046124
Chad;2000;2.106549648896424e-05;0.0014159873063197687;0.0010708465190157467;0.015468285905567656;165.76298656783297
Chad;2001;1.9860334999183575e-05;0.0013455786328059145;0.000988643417744376;0.011998928100330363;196.9736975881716
Chad;2002;1.870247725056e-05;0.0013151340030798627;0.0009533482503445691;0.014101483906669226;220.37597643997333
Chad;2003;4.068395748372399e-05;0.0013766498440993071;0.0010407812487331868;0.01412742017316989;291.94485163184737
Chad;2004;3.879918235331159e-05;0.0014057552687188096;0.0010531144710500006;0.012853034592404727;453.5218172141654
Chad;2005;3.9587751679198403e-05;0.0012791987190185084;0.0008839450735705656;0.012268540314380051;658.3049578275848
Chad;2006;3.892437347018166e-05;0.0016549196509480044;0.0014033225579040663;0.012206678337179516;709.7651950945901
Chad;2007;4.271038777506872e-05;0.0015207213443046532;0.0012081233134627913;0.011887245212249483;798.5480012588713
Chad;2008;4.557687568604995e-05;0.0016210539944783375;0.0013385541384392915;0.01069052060930714;925.6360842705757
Chad;2009;4.2506206884739445e-05;0.001490629833686371;0.0011829755279063494;0.008826145387803458;800.4642249356352
Chad;2010;4.325979891795074e-05;0.0015063248945627794;0.0012191482760905666;0.009130620262400293;891.6988173911175
Chad;2011;4.360888922399332e-05;0.0014710665950758471;0.0011906118725613299;0.008855572859456876;983.4472326674265
Chad;2012;4.789995893545044e-05;0.001436389135493459;0.0011625455734371028;0.008588045911906842;967.4081259888695
Chile;1990;0.0025096528165055986;0.0009031141600028867;0.0003987705714881696;0.0041229251482320815;2494.525668862543
Chile;1991;0.002321075595590688;0.0009003014243966288;0.0003899309668625824;0.003922524637913555;2803.562090499737
Chile;1992;0.0023670102353391107;0.000911477039165021;0.00041219472356012854;0.004039030106738289;3350.2138445764917
Chile;1993;0.0024831579375367563;0.000957580518291334;0.00041832515987702204;0.0041912221618498535;3535.1735995737017
Chile;1994;0.002689741810517042;0.0009860345015014465;0.0004228052552741216;0.004396101463045501;4024.2169322369505
Chile;1995;0.0029028243500773872;0.0010084232757610007;0.0004417126200883869;0.004619530562345829;5107.276802336063
Chile;1996;0.003324776296206924;0.001035649332264829;0.00044942590748023797;0.005047304071947171;5349.80412655622
Chile;1997;0.003814010139170119;0.0010677847347056921;0.000457024107581248;0.00557226174099939;5745.373795497963
Chile;1998;0.0038484844802614653;0.0010621033236471768;0.00044857663038859084;0.006117607517773216;5446.580612794165
Chile;1999;0.004056171947133775;0.0011067810694594666;0.00047268723454770885;0.006403240430527343;4957.777883836237
Chile;2000;0.003833506698744319;0.00110340310902767;0.000489439983554022;0.005891181294029672;5074.901623750093
Chile;2001;0.003437728379523918;0.0011262292302202234;0.00047937366787674204;0.00585598931897441;4574.594420675733
Chile;2002;0.0035170391820310218;0.0011235233664207557;0.0004812227225138034;0.005815593561733821;4446.250504886935
Chile;2003;0.003508135131294996;0.001109967587931899;0.0004949097305101714;0.005945638680268817;4772.562819650601
Chile;2004;0.0037324929904649843;0.001108044466643118;0.000503801724024352;0.006236571080896744;6194.853106984184
Chile;2005;0.003820018030342363;0.0011244462535070585;0.0005111113267045758;0.006277948003923444;7598.525121088908
Chile;2006;0.003963081057059266;0.0011244241953164706;0.0005122841389748048;0.006234674558152299;9464.550242906053
Chile;2007;0.00433379715121328;0.00108724670217139;0.0005609583553007088;0.00684367195910272;10502.354520273657
Chile;2008;0.0043003404663729755;0.0010770123372526327;0.0005693518139353606;0.006644680911678524;10751.479674217024
Chile;2009;0.003956216400790563;0.001072290687784678;0.0005052764431233909;0.006538156805065929;10208.906762286108
Chile;2010;0.004234476106013784;0.0010561208486241434;0.0005142092007893786;0.006698007645889978;12808.03458642203
Chile;2011;0.004598225580111754;0.0010560954383466322;0.0005141968289111905;0.0068274675324943015;14637.24023554032
Chile;2012;0.004653625240921919;0.001056329623771296;0.0005143108502376417;0.006935947450355271;15351.551325769653
China;1990;0.0021515709060637694;0.0008958099340636108;0.0002999082087941613;0.003429110814889203;317.88467304092813
China;1991;0.0022294396392012372;0.0008807243782477972;0.00030004362258641965;0.0035065022049392586;333.1421454001842
China;1992;0.002309463675459454;0.0008672583843360774;0.0003037945183137763;0.003581631539696301;366.460692302073
China;1993;0.002442800659346254;0.0008511082447982078;0.00029467151488408403;0.0037322993282644847;377.38983947995825
China;1994;0.0025659938917719314;0.000856083266559549;0.00030492928970872647;0.0038709127080510304;473.4922787180415
China;1995;0.0027557549663652474;0.0008925721352361902;0.0003387073963256989;0.004185025683920472;609.6566792024832
China;1996;0.0028443095815366927;0.000898090427497844;0.000347860457476079;0.004255989909572502;709.4137550850388
China;1997;0.002820567890575778;0.0008672641912078532;0.00032815657581854765;0.004157231757738349;781.7441643410523
China;1998;0.0026767459802646675;0.0008537000728701582;0.00033346213771252116;0.004139832358376244;828.5804792956797
China;1999;0.002648649246648333;0.0008429157004474211;0.0003305873149548787;0.004054563574898123;873.287061725792
China;2000;0.002696862433225491;0.0008263605368096338;0.00032799266618883374;0.004025142142090611;959.3724836396929
China;2001;0.0027421208129889533;0.0008268978260014939;0.00033174886975665367;0.0040456984314187995;1053.108243004521
China;2002;0.0030070831974383008;0.0008480084348641049;0.00032953358325523276;0.004275941034051859;1148.508290441698
China;2003;0.0035240740926730835;0.0008898866811549209;0.00032879393045638;0.004833097252406085;1288.6432518338092
China;2004;0.004037990651003993;0.0009654533881141138;0.0003476774106436742;0.00549091865825666;1508.6680978826612
China;2005;0.004523178063541251;0.0010184625533089927;0.00035325476329273154;0.005985591691467493;1753.4178292582303
China;2006;0.004980314196579762;0.0010622568686976552;0.0003652718493997041;0.006539484828606734;2099.229434604476
China;2007;0.005334909929166809;0.0010958239907123914;0.0003734461656366071;0.006923249373048483;2693.969826834853
China;2008;0.0057019150246668;0.001160468197379695;0.00037938202777326925;0.007565762255077738;3468.304463247472
China;2009;0.006010102433033367;0.0011889112570046421;0.0003964267686252122;0.007975350344786143;3832.2359515672747
China;2010;0.006560520007026961;0.0012276697777163126;0.00041137358386191274;0.008360446137227565;4550.453595838574
China;2011;0.007241515418895493;0.0012627308889765127;0.0004231223414029893;0.008975515763021434;5618.132491349624
China;2012;0.0074247509163800855;0.0012973248139661435;0.000434714251181799;0.009220964470217185;6316.918863356835
Colombia;1990;0.001732107305851584;0.0015180812973008898;0.0006136408119307939;0.005268379967419453;1445.3283682611036
Colombia;1991;0.0016920519218704406;0.0014651580733968028;0.0005934303872847766;0.0050976285413585395;1456.6939689909932
Colombia;1992;0.0018025762981258022;0.0014736901246388669;0.0005868460021098367;0.005184789601264218;1697.1128867028258
Colombia;1993;0.0018244464756552732;0.0014846197523458466;0.000596694306490716;0.005379647248496956;1893.5420500558814
Colombia;1994;0.0018896459264119373;0.0014260893746434987;0.0005616968538167715;0.004762882497288304;2284.8387490603805
Colombia;1995;0.0016367947635675451;0.0014438941153284502;0.0005630422939368841;0.004917491335734739;2539.912877219145
Colombia;1996;0.0016325080974044209;0.0014550231121495199;0.0005638385962472558;0.004947698301886859;2620.5387617139904
Colombia;1997;0.001720652929980543;0.0014390331832954263;0.0005557661211224744;0.0049852317157868505;2827.379751542925
Colombia;1998;0.0017197407100438067;0.0014156178337527204;0.0005339732041048882;0.004309518620549115;2566.024060049313
Colombia;1999;0.001449048808892818;0.001335489909593902;0.0004890236844494635;0.0038349434791051396;2209.9314804749147
Colombia;2000;0.0014616194492006655;0.001390828778867548;0.0005299909149560756;0.004151414530539111;2520.4808979590166
Colombia;2001;0.0013978991487150216;0.0013547755541433151;0.0005035371029591712;0.0038207672169445093;2439.681789175359
Colombia;2002;0.001361734624477925;0.0013557850010372996;0.0005020188690692877;0.003626476097091255;2396.6273032160475
Colombia;2003;0.0013841899124693504;0.001355789644403708;0.0005056115667514039;0.003928773880758326;2281.4019274147986
Colombia;2004;0.0013088474403017115;0.001366564347737324;0.0005130123843891363;0.004149845463994817;2782.6230527548805
Colombia;2005;0.0014290455788225787;0.0013540089819097728;0.0004994421155849281;0.003531672675701819;3404.1901897473635
Colombia;2006;0.0014569231745350103;0.0013817120510252368;0.0005202653546753902;0.003507953434392809;3731.168489467684
Colombia;2007;0.0014273941620278573;0.0014083950263659233;0.000539986312894404;0.0040476487279250154;4703.213156853742
Colombia;2008;0.0015385582298939272;0.001424788964404567;0.000541503864819718;0.003783757328978268;5461.780726413109
Colombia;2009;0.0016237210574092267;0.00150189762899504;0.000566401528811563;0.0038416049519723705;5195.3933758311
Colombia;2010;0.001684432619016556;0.0014737289016356829;0.0005559012840896276;0.003686110447394229;6326.549468619631
Colombia;2011;0.001675976700573914;0.0014741106380011572;0.0005560452778292599;0.003727289271961809;7324.383285803401
Colombia;2012;0.0017351794766864261;0.0014753378963769396;0.00055650820863441;0.003763533649586469;8042.529769029774
Comoros;1990;0.00015145750423961477;0.00043991894925582;0.00010202884395788081;0.0007151996690913863;1043.8008030813035
Comoros;1991;0.00015572153857768383;0.00043579901479691977;9.854540993507474e-05;0.0006968230881020685;1000.5586511092405
Comoros;1992;0.00015123451132780996;0.0004341112801525039;9.61221038932473e-05;0.0006755382496883937;1047.9795506547034
Comoros;1993;0.00015507908314302631;0.000430365434011316;9.58254205674043e-05;0.0006714967480869134;1008.0294944380533
Comoros;1994;0.0001507169943561977;0.0004291344799762913;9.67968339329017e-05;0.000666847669254581;690.4717309170109
Comoros;1995;0.0001542720354064208;0.0004278766665124086;9.657202236460704e-05;0.0006688219035158206;838.1716840319524
Comoros;1996;0.00015759874096191984;0.00042646435829374964;9.639160341119096e-05;0.0006654385451479349;810.5442344228235
Comoros;1997;0.00016072022679414205;0.00042275272784503726;9.598239277382543e-05;0.0006601989628511036;726.0552077632069
Comoros;1998;0.0001707616636106988;0.00042398595224928934;9.935987659710702e-05;0.000662869873977706;718.1170892504225
Comoros;1999;0.00017334848576528605;0.00042665189241521194;0.00010285696457205094;0.0006721543808428887;723.1850927777188
Comoros;2000;0.00018931441836281268;0.00041282033789551896;9.470553528395503e-05;0.000674653613763628;645.8186908020566
Comoros;2001;0.00018470627176697465;0.00041614138099761104;9.525999841694731e-05;0.0007620865893849121;680.3185414251827
Comoros;2002;0.00018029813215237085;0.00041673529664833995;9.464956565562559e-05;0.000713404251956613;744.4751724336332
Comoros;2003;0.00022635375533040358;0.0004036566525665668;8.711462918223422e-05;0.0006641371819118638;935.6115180347884
Comoros;2004;0.00023946131125801202;0.00040203071523773167;8.637237369982653e-05;0.0006524056139363861;1059.1768842180759
Comoros;2005;0.0002278283986808954;0.0004006314305941366;8.52599214880965e-05;0.0007861707707475308;1068.6003213487518
Comoros;2006;0.00025756954144550424;0.00040205451570419446;8.349326735044099e-05;0.0006150507562756915;1113.9577571960617
Comoros;2007;0.00016002618372245255;0.0003977634737071787;8.35050964745488e-05;0.0008005572457217669;1238.461513805182
Comoros;2008;0.00016180509381052874;0.00039636412878920436;8.259069517626277e-05;0.0008811129758425146;1387.594626399378
Comoros;2009;0.0001960811107876397;0.00041101103301586925;8.418345582337669e-05;0.0007897043043273336;1339.3371906595805
Comoros;2010;0.00023394210749145994;0.00040341340772402754;8.4453843164775e-05;0.0007882100780623307;1315.2148064839394
Comoros;2011;0.00019202512422707477;0.0003977153115973104;8.326095738703509e-05;0.0007845456849741879;1446.0680180219201
Comoros;2012;0.0001975669698053935;0.00039205275525611616;8.207551179699145e-05;0.0007794491860038598;1403.428518921576
Congo, Dem. Rep.;1990;0.0001175998871837107;0.002841194806787225;0.0025183408089148674;0.03978160219066074;270.1305433770794
Congo, Dem. Rep.;1991;8.251408785124663e-05;0.002045964709385399;0.0019196421857888678;0.03198170732046936;268.0564628142426
Congo, Dem. Rep.;1992;7.543425529935061e-05;0.003825422643872807;0.003238342489351639;0.048861321639086644;220.37185566096258
Congo, Dem. Rep.;1993;6.679153151778214e-05;0.0015308598032442121;0.0015337781998964648;0.027049573892963374;275.8219734952107
Congo, Dem. Rep.;1994;4.072118893075605e-05;0.0019448401018806686;0.0018179520892555145;0.03028880175937306;144.59508268101973
Congo, Dem. Rep.;1995;5.106746801550135e-05;0.001962852142885284;0.0018012870044939616;0.029639526514113806;135.73714675804715
Congo, Dem. Rep.;1996;5.4202372215626716e-05;0.0014795458163661302;0.0014261427005478346;0.024573066603008058;134.98192434025833
Congo, Dem. Rep.;1997;4.3340821837042676e-05;0.001330560168370404;0.0013019352374485423;0.02277644032766881;138.9740464293582
Congo, Dem. Rep.;1998;3.720147664768627e-05;0.0014851292978654812;0.0013377218315456063;0.022613444509334866;138.58630642688033
Congo, Dem. Rep.;1999;3.010606818485164e-05;0.0011081800711168885;0.0010890461990609548;0.01794700229725368;102.59797762826813
Congo, Dem. Rep.;2000;1.7281811383585546e-05;0.0013521724467797252;0.0012424790088597533;0.018295459037274923;405.2162529916597
Congo, Dem. Rep.;2001;1.7264115616110292e-05;0.0012053572949589958;0.0011570779175793945;0.014006604575875653;153.59100919371684
Congo, Dem. Rep.;2002;1.860276735090422e-05;0.001321024647542354;0.0012317410852085832;0.015317704044617238;175.0099650799783
Congo, Dem. Rep.;2003;1.918156294980047e-05;0.0010286223315322841;0.0009794382484358951;0.014546927812967786;173.79613530615583
Congo, Dem. Rep.;2004;2.2595332707228792e-05;0.0011998406599121744;0.0010935748031614763;0.015382073825564061;194.03996242662365
Congo, Dem. Rep.;2005;2.7375710134776823e-05;0.0010529131919209218;0.0009984568475580296;0.014502420814347078;218.38619084019115
Congo, Dem. Rep.;2006;2.8452966652059702e-05;0.0016856417270185602;0.001377334282559149;0.016304713435003056;255.4330838295344
Congo, Dem. Rep.;2007;3.0049312718242235e-05;0.0032449281254014395;0.002562284227667913;0.015317905460294092;286.33049206463176
Congo, Dem. Rep.;2008;3.0775239589284734e-05;0.0011495501785720346;0.001057448044191147;0.01248255161977842;327.56372182166234
Congo, Dem. Rep.;2009;2.800959073941384e-05;0.0011175723564160168;0.0010163814148902743;0.011719797265158208;298.6196820510921
Congo, Dem. Rep.;2010;3.1294863531535776e-05;0.0011439667154937807;0.001032032877095596;0.01237888731285843;334.0215725731522
Congo, Dem. Rep.;2011;3.735382046087139e-05;0.001117479110563944;0.001008137007790245;0.011995432646296472;387.0824653614875
Congo, Dem. Rep.;2012;3.479946399305125e-05;0.001091499024199202;0.0009846989978245235;0.011623625325966625;424.6003861185188
Congo, Rep.;1990;0.000504132620653047;0.0030526104525027613;0.00184639609765536;0.02696645421232832;1187.5512840772135
Congo, Rep.;1991;0.0004147941733183889;0.00255302697224338;0.0015286501906242194;0.02235246567215937;1124.901113911675
Congo, Rep.;1992;0.0005139789843338346;0.0035234574803048413;0.00216311961033787;0.032791082394359405;1178.0237988985573
Congo, Rep.;1993;0.0005156974584286017;0.0022212273812021147;0.0013321215544677412;0.019606347150815686;749.6348578264038
Congo, Rep.;1994;0.0008163299263584371;0.002396023317612243;0.0014473877854156657;0.021593661089256918;672.1631948093924
Congo, Rep.;1995;0.0005783149039145171;0.0024704297669801;0.0014183780313990167;0.021406035817793073;781.52356845919
Congo, Rep.;1996;0.0006160348336749455;0.0023038936610895932;0.001217183512156249;0.018510375079420348;912.0139880526598
Congo, Rep.;1997;0.0008172250355737841;0.0022686797243380483;0.0011538398761195279;0.017365650372478447;810.0774920009836
Congo, Rep.;1998;0.00026337973341663146;0.0023014879489315627;0.0011043075272890016;0.010961031925565625;660.4723724102578
Congo, Rep.;1999;0.0002703393492632551;0.0020426548816445847;0.000942635035888565;0.009172023671412205;774.7116898550074
Congo, Rep.;2000;0.0003353451145372322;0.002573886195322585;0.0010929855397963364;0.009092313418351474;1029.5770368503916
Congo, Rep.;2001;0.00023816623901119134;0.002840043593200977;0.0013090788403611884;0.010979743207829374;868.3399508569538
Congo, Rep.;2002;0.00017391289900546374;0.0018214849200410706;0.000863697628102092;0.007507845276096118;912.2781532113677
Congo, Rep.;2003;0.00026908452849815756;0.0019283182884727035;0.0009188839662311024;0.010236978128645153;1026.1076737451576
Congo, Rep.;2004;0.00027054882710795256;0.0020900518107557172;0.0009728816784542688;0.0097697315571599;1324.2191415417233
Congo, Rep.;2005;0.00027127160809048314;0.002122963750163894;0.0009946971589458358;0.010741620442892534;1680.2045879515674
Congo, Rep.;2006;0.0002986362863240663;0.001756382469979101;0.000662606881823675;0.010141598460511901;2064.344522925364
